name,full_name,publisher,url,level,field,type
,Neural Networks,Elsevier,http://dblp.uni-trier.de/db/journals/nn/,B,人工智能,journal
PR,Pattern Recognition,Elsevier,http://dblp.uni-trier.de/db/conf/par/,B,人工智能,journal
TACL,Transactions of the Association for Computational Linguistics,The Association for Computational Linguistics,https://dblp.org/db/journals/tacl/index.html,B,人工智能,journal
TALLIP,ACM Transactions on Asian and Low-Resource Language Information Processing,ACM,http://dblp.uni-trier.de/db/journals/talip/,C,人工智能,journal
,Applied Intelligence,Springer,http://dblp.uni-trier.de/db/journals/apin/,C,人工智能,journal
AIM,Artificial Intelligence in Medicine,Elsevier,http://dblp.uni-trier.de/db/journals/artmed/,C,人工智能,journal
,Artificial Life,MIT Press,http://dblp.uni-trier.de/db/journals/alife/,C,人工智能,journal
,Computational Intelligence,Wiley,http://dblp.uni-trier.de/db/journals/ci/,C,人工智能,journal
,Computer Speech & Language,Elsevier,http://dblp.uni-trier.de/db/journals/csl/,C,人工智能,journal
,Connection Science,Taylor & Francis,http://dblp.uni-trier.de/db/journals/connection/,C,人工智能,journal
DSS,Decision Support Systems,Elsevier,http://dblp.uni-trier.de/db/journals/dss/,C,人工智能,journal
EAAI,Engineering Applications of Artificial Intelligence,Elsevier,http://dblp.uni-trier.de/db/journals/eaai/,C,人工智能,journal
,Expert Systems,Blackwell /Wiley,http://dblp.uni-trier.de/db/journals/es/,C,人工智能,journal
ESWA,Expert Systems with Applications,Elsevier,http://dblp.uni-trier.de/db/journals/eswa/,C,人工智能,journal
,Fuzzy Sets and Systems,Elsevier, http://dblp.uni-trier.de/db/journals/fss/,C,人工智能,journal
TG,IEEE Transactions on Games,IEEE,http://dblp.uni-trier.de/db/journals/tciaig/,C,人工智能,journal
IET-CVI,IET Computer Vision,IET,https://dblp.org/db/journals/iet-cvi/index.html,C,人工智能,journal
,IET Signal Processing,IET,https://dblp.org/db/journals/iet-spr/index.html,C,人工智能,journal
IVC,Image and Vision Computing,Elsevier,http://dblp.uni-trier.de/db/journals/ivc/,C,人工智能,journal
IDA,Intelligent Data Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/ida/,C,人工智能,journal
IJCIA,International Journal of Computational Intelligence and Applications,World Scientific,http://dblp.uni-trier.de/db/journals/ijcia/,C,人工智能,journal
IJIS,International Journal of Intelligent Systems,Wiley,http://dblp.uni-trier.de/db/journals/ijis/,C,人工智能,journal
IJNS,International Journal of Neural Systems,World Scientific,http://dblp.uni-trier.de/db/journals/ijns/,C,人工智能,journal
IJPRAI,International Journal of Pattern Recognition and Artificial Intelligence,World Scientific,http://dblp.uni-trier.de/db/journals/ijprai/,C,人工智能,journal
IJUFKS,"International Journal of Uncertainty,Fuzziness and Knowledge-Based Systems",World Scientific,https://dblp.uni-trier.de/db/journals/ijufks/,C,人工智能,journal
IJDAR,International Journal on Document Analysis and Recognition,Springer,http://dblp.uni-trier.de/db/journals/ijdar/,C,人工智能,journal
JETAI,Journal of Experimental and Theoretical Artificial Intelligence,Taylor & Francis,http://dblp.uni-trier.de/db/journals/jetai/,C,人工智能,journal
KBS,Knowledge-Based Systems,Elsevier,http://dblp.uni-trier.de/db/journals/kbs/,C,人工智能,journal
,Machine Translation,Springer,http://dblp.uni-trier.de/db/journals/mt/,C,人工智能,journal
,Machine Vision and Applications,Springer,http://dblp.uni-trier.de/db/journals/mva/,C,人工智能,journal
,Natural Computing,Springer,http://dblp.uni-trier.de/db/journals/nc/,C,人工智能,journal
NLE,Natural Language Engineering,Cambridge University,http://dblp.uni-trier.de/db/journals/nle/,C,人工智能,journal
NCA,Neural Computing and Applications,Springer,http://dblp.uni-trier.de/db/journals/nca/,C,人工智能,journal
NPL,Neural Processing Letters,Springer,http://dblp.uni-trier.de/db/journals/npl/,C,人工智能,journal
,Neurocomputing,Elsevier,http://dblp.uni-trier.de/db/journals/ijon/,C,人工智能,journal
PAA,Pattern Analysis and Applications,Springer,http://dblp.uni-trier.de/db/journals/paa/,C,人工智能,journal
PRL,Pattern Recognition Letters,Elsevier,http://dblp.uni-trier.de/db/journals/prl/,C,人工智能,journal
,Soft Computing,Springer,http://dblp.uni-trier.de/db/journals/soco/,C,人工智能,journal
WI,Web Intelligence,IOS Press,http://dblp.uni-trier.de/db/journals/wias/,C,人工智能,journal
TIIS,ACM Transactions on Interactive Intelligent Systems,ACM,https://dblp.org/db/journals/tiis/index.html,C,人工智能,journal
AAAI,AAAI Conference on Artificial Intelligence,AAAI,http://dblp.uni-trier.de/db/conf/aaai/,A,人工智能,conference
NeurIPS,Conference on Neural Information Processing Systems,MIT Press,http://dblp.uni-trier.de/db/conf/nips/,A,人工智能,conference
ACL,Annual Meeting of the Association for Computational Linguistics,ACL,http://dblp.uni-trier.de/db/conf/acl/,A,人工智能,conference
CVPR,IEEE/CVF Computer Vision and Pattern Recognition Conference,IEEE,http://dblp.uni-trier.de/db/conf/cvpr/,A,人工智能,conference
ICCV,International Conference on Computer Vision,IEEE,http://dblp.uni-trier.de/db/conf/iccv/,A,人工智能,conference
ICML,International Conference on Machine Learning,ACM,http://dblp.uni-trier.de/db/conf/icml/,A,人工智能,conference
IJCAI,International Joint Conference on Artificial Intelligence,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/ijcai/,A,人工智能,conference
COLT,Annual Conference on Computational Learning Theory,Springer,http://dblp.uni-trier.de/db/conf/colt/,B,人工智能,conference
EMNLP,Conference on Empirical Methods in Natural Language Processing,ACL,http://dblp.uni-trier.de/db/conf/emnlp/,B,人工智能,conference
ECAI,European Conference on Artificial Intelligence,IOS Press,http://dblp.uni-trier.de/db/conf/ecai/,B,人工智能,conference
ECCV,European Conference on Computer Vision,Springer,http://dblp.uni-trier.de/db/conf/eccv/,B,人工智能,conference
ICRA,IEEE International Conference on Robotics and Automation,IEEE,http://dblp.uni-trier.de/db/conf/icra/,B,人工智能,conference
ICAPS,International Conference on Automated Planning and Scheduling,AAAI,http://dblp.uni-trier.de/db/conf/aips/,B,人工智能,conference
ICCBR,International Conference on Case-Based Reasoning,Springer,http://dblp.uni-trier.de/db/conf/iccbr/,B,人工智能,conference
COLING,International Conference on Computational Linguistics,ACM,http://dblp.uni-trier.de/db/conf/coling/,B,人工智能,conference
KR,International Conference on Principles of Knowledge Representation and Reasoning,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/kr/,B,人工智能,conference
UAI,Conference on Uncertainty in ArtificialIntelligence,AUAI,http://dblp.uni-trier.de/db/conf/uai/,B,人工智能,conference
AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,Springer,http://dblp.uni-trier.de/db/conf/atal/index.html,B,人工智能,conference
PPSN,Parallel Problem Solving from Nature,Springer,http://dblp.uni-trier.de/db/conf/ppsn/,B,人工智能,conference
NAACL,North American Chapter of the Associationfor Computational Linguistics,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/naacl/,B,人工智能,conference
AISTATS,International Conference on Artificial Intelligence and Statistics,JMLR,http://dblp.uni-trier.de/db/conf/aistats/,C,人工智能,conference
ACCV,Asian Conference on Computer Vision,Springer,http://dblp.uni-trier.de/db/conf/accv/,C,人工智能,conference
ACML,Asian Conference on Machine Learning,JMLR,http://dblp.uni-trier.de/db/conf/acml/,C,人工智能,conference
BMVC,British Machine Vision Conference,British Machine Vision Association,http://dblp.uni-trier.de/db/conf/bmvc/,C,人工智能,conference
NLPCC,CCF International Conference on Natural Language Processing and Chinese Computing,Springer,https://dblp.uni-trier.de/db/conf/nlpcc/,C,人工智能,conference
CoNLL,Conference on Computational Natural Language Learning,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/conll,C,人工智能,conference
GECCO,Genetic and Evolutionary Computation Conference,ACM,http://dblp.uni-trier.de/db/conf/gecco/,C,人工智能,conference
ICTAI,IEEE International Conference on Tools with Artificial Intelligence,IEEE,http://dblp.uni-trier.de/db/conf/ictai/,C,人工智能,conference
IROS,IEEE\RSJ International Conference on Intelligent Robots and Systems,IEEE,http://dblp.uni-trier.de/db/conf/iros/,C,人工智能,conference
ALT,International Conference on Algorithmic Learning Theory,Springer,http://dblp.uni-trier.de/db/conf/alt/,C,人工智能,conference
ICANN,International Conference on Artificial Neural Networks,Springer,http://dblp.uni-trier.de/db/conf/icann/,C,人工智能,conference
FG,IEEE International Conference on AutomaticFace and Gesture Recognition,IEEE,http://dblp.uni-trier.de/db/conf/fgr/,C,人工智能,conference
ICDAR,International Conference on Document Analysis and Recognition,IEEE,http://dblp.uni-trier.de/db/conf/icdar/,C,人工智能,conference
ILP,International Conference on Inductive Logic Programming,Springer,http://dblp.uni-trier.de/db/conf/ilp/,C,人工智能,conference
KSEM,"International conference on Knowledge Science,Engineering and Management",Springer,http://dblp.uni-trier.de/db/conf/ksem/,C,人工智能,conference
ICONIP,International Conference on Neural Information Processing,Springer,http://dblp.uni-trier.de/db/conf/iconip/,C,人工智能,conference
ICPR,International Conference on Pattern Recognition,IEEE,http://dblp.uni-trier.de/db/conf/icpr/,C,人工智能,conference
IJCB,International Joint Conference onBiometrics,IEEE,http://dblp.uni-trier.de/db/conf/icb/,C,人工智能,conference
IJCNN,International Joint Conference on Neural Networks,IEEE,http://dblp.uni-trier.de/db/conf/ijcnn/,C,人工智能,conference
PRICAI,Pacific Rim International Conference on Artificial Intelligence,Springer,http://dblp.uni-trier.de/db/conf/pricai/,C,人工智能,conference
TOCHI,ACM Transactions on Computer-Human Interaction,ACM,http://dblp.uni-trier.de/db/journals/tochi/,A,人机交互与普适计算,journal
IJHCS,International Journal of Human-Computer Studies,Elsevier,http://dblp.uni-trier.de/db/journals/ijmms/,A,人机交互与普适计算,journal
CSCW,Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/journals/cscw/,B,人机交互与普适计算,journal
HCI,Human-Computer Interaction,Taylor & Francis,http://dblp.uni-trier.de/db/journals/hhci/,B,人机交互与普适计算,journal
,IEEE Transactions on Human-Machine Systems,IEEE,http://dblp.uni-trier.de/db/journals/thms/,B,人机交互与普适计算,journal
IWC,Interacting with Computers,Oxford University Press,http://dblp.uni-trier.de/db/journals/iwc/,B,人机交互与普适计算,journal
IJHCI,International Journal of Human-Computer Interaction,Taylor &Francis,http://dblp.uni-trier.de/db/journals/ijhci/,B,人机交互与普适计算,journal
UMUAI,User Modeling and User-Adapted Interaction,Springer,http://dblp.uni-trier.de/db/journals/umuai/,B,人机交互与普适计算,journal
TSMC,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",IEEE,https://dblp.org/db/journals/tsmc/tsmc12.html,B,人机交互与普适计算,journal
BIT,Behaviour & Information Technology,Taylor & Francis,http://dblp.uni-trier.de/db/journals/behaviourIT/,C,人机交互与普适计算,journal
PUC,Personal and Ubiquitous Computing,Springer,http://dblp.uni-trier.de/db/journals/puc/,C,人机交互与普适计算,journal
PMC,Pervasive and Mobile Computing,Elsevier,http://dblp.uni-trier.de/db/journals/percom/,C,人机交互与普适计算,journal
PACMHCI,Proceedings of the ACM on Human-Computer Interaction,ACM,ttps://dblp.org/db/journals/pacmhci/index.html,C,人机交互与普适计算,journal
CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,ACM,http://dblp.uni-trier.de/db/conf/cscw,A,人机交互与普适计算,conference
CHI,ACM Conference on Human Factors in Computing Systems,ACM,http://dblp.uni-trier.de/db/conf/chi,A,人机交互与普适计算,conference
UbiComp/IMWUT,"ACM international joint conference on Pervasive and Ubiquitous Computing/ Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",ACM,https://dblp.org/db/journals/imwut/,A,人机交互与普适计算,conference
UIST,ACM Symposium on User Interface Software and Technology,ACM,http://dblp.uni-trier.de/db/conf/uist/,A,人机交互与普适计算,conference
GROUP,ACM International Conference on Supporting Group Work,ACM,http://dblp.uni-trier.de/db/conf/group/,B,人机交互与普适计算,conference
IUI,ACM International Conference on Intelligent User Interfaces,ACM,http://dblp.uni-trier.de/db/conf/iui/,B,人机交互与普适计算,conference
ISS,ACM International Conference on Interactive Surfaces and Spaces,ACM,http://dblp.uni-trier.de/db/conf/tabletop/,B,人机交互与普适计算,conference
ECSCW,European Conference on Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/conf/ecscw/,B,人机交互与普适计算,conference
PERCOM,IEEE International Conference on Pervasive Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/percom/,B,人机交互与普适计算,conference
MobileHCI,ACM International Conference on Mobile Human-Computer Interaction,ACM,http://dblp.uni-trier.de/db/conf/mhci/,B,人机交互与普适计算,conference
ICWSM,The International AAAI Conference on Web and Social Media,AAAI,https://dblp.org/db/conf/icwsm/index.html,B,人机交互与普适计算,conference
DIS,ACM SIGCHI Conference on Designing Interactive Systems,ACM,http://dblp.uni-trier.de/db/conf/ACMdis/,C,人机交互与普适计算,conference
ICMI,ACM International Conference on Multimodal Interaction,ACM,http://dblp.uni-trier.de/db/conf/icmi/,C,人机交互与普适计算,conference
ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,ACM,http://dblp.uni-trier.de/db/conf/assets,C,人机交互与普适计算,conference
GI,Graphics Interface,ACM,http://dblp.uni-trier.de/db/conf/graphicsinterface/,C,人机交互与普适计算,conference
UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,IEEE,http://dblp.uni-trier.de/db/conf/uic/,C,人机交互与普适计算,conference
,IEEE World Haptics Conference,IEEE,http://dblp.uni-trier.de/db/conf/haptics/,C,人机交互与普适计算,conference
INTERACT,International Conference on Human- Computer Interaction of International Federation for Information Processing,IFIP,http://dblp.uni-trier.de/db/conf/interact/,C,人机交互与普适计算,conference
IDC,ACM Interaction Design and Children,ACM,http://dblp.uni-trier.de/db/conf/acmidc/,C,人机交互与普适计算,conference
CollaborateCom,"International Conference on Collaborative Computing:Networking, Applications and Worksharing",Springer,https://dblp.uni-trier.de/db/conf/colcom/,C,人机交互与普适计算,conference
CSCWD,International Conference on Computer Supported Cooperative Work in Design,Springer,http://dblp.uni-trier.de/db/conf/cscwd/,C,人机交互与普适计算,conference
CoopIS,International Conference on Cooperative Information Systems,Springer,http://dblp.uni-trier.de/db/conf/coopis/,C,人机交互与普适计算,conference
MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing,Networking and Services",Springer,http://dblp.uni-trier.de/db/conf/mobiquitous/,C,人机交互与普适计算,conference
AVI,International Working Conference on Advanced Visual Interfaces,ACM,http://dblp.uni-trier.de/db/conf/avi/,C,人机交互与普适计算,conference
JACM,Journal of the ACM,ACM,http://dblp.uni-trier.de/db/journals/jacm/,A,交叉/综合/新兴,journal
Proc. IEEE,Proceedings of the IEEE,IEEE,http://dblp.uni-trier.de/db/journals/pieee/,A,交叉/综合/新兴,journal
SCIS,Science China Information Sciences,Science in China Press/Springer,http://dblp.uni-trier.de/db/journals/chinaf/,A,交叉/综合/新兴,journal
,Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bioinformatics/,B,交叉/综合/新兴,journal
,Briefings in Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bib/,B,交叉/综合/新兴,journal
Cognition,Cognition,Elsevier,http://www.journals.elsevier.com/cognition/,B,交叉/综合/新兴,journal
TASAE,IEEE Transactions on Automation Science and Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tase/,B,交叉/综合/新兴,journal
TGARS,IEEE Transactions on Geoscience and Remote Sensing,IEEE,http://dblp.uni-trier.de/db/journals/tgrs/,B,交叉/综合/新兴,journal
TITS,IEEE Transactions on Intelligent Transportation Systems,IEEE,http://dblp.uni-trier.de/db/journals/tits/,B,交叉/综合/新兴,journal
TMI,IEEE Transactions on Medical Imaging,IEEE,http://dblp.uni-trier.de/db/journals/tmi/,B,交叉/综合/新兴,journal
TR,IEEE Transactions on Robotics,IEEE,http://dblp.uni-trier.de/db/journals/trob/,B,交叉/综合/新兴,journal
TCBB,IEEE-ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/,B,交叉/综合/新兴,journal
JCST,Journal of Computer Science and Technology,SCIENCE PRESS,http://dblp.uni-trier.de/db/journals/jcst/,B,交叉/综合/新兴,journal
JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/,B,交叉/综合/新兴,journal
,PLOS Computational Biology,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/,B,交叉/综合/新兴,journal
,The Computer Journal,Oxford University Press,http://dblp.uni-trier.de/db/journals/cj/,B,交叉/综合/新兴,journal
WWW,World Wide Web,Springer,https://dblp.org/db/journals/www/index.html,B,交叉/综合/新兴,journal
FCS,Frontiers of Computer Science,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/,B,交叉/综合/新兴,journal
,BMC Bioinformatics,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/,C,交叉/综合/新兴,journal
,Cybernetics and Systems,Taylor & Francis,http://dblp.uni-trier.de/db/journals/cas/,C,交叉/综合/新兴,journal
,IEEE Geoscience and Remote Sensing Letters,IEEE,http://dblp.uni-trier.de/db/journals/lgrs/,C,交叉/综合/新兴,journal
JBHI,IEEE Journal of Biomedical and Health Informatics,IEEE,http://dblp.uni-trier.de/db/journals/titb/,C,交叉/综合/新兴,journal
TBD,IEEE Transactions on Big Data,IEEE,https://dblp.uni-trier.de/db/journals/tbd/,C,交叉/综合/新兴,journal
,IET Intelligent Transport Systems,IET,http://digital-library.theiet.org/content/journals/iet-its,C,交叉/综合/新兴,journal
JBI,Journal of Biomedical Informatics,Elsevier,https://dblp.uni-trier.de/db/journals/jbi/,C,交叉/综合/新兴,journal
,Medical Image Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,C,交叉/综合/新兴,journal
TII,IEEE Transactions on Industrial Informatics,IEEE,https://dblp.org/db/journals/tii/index.html,C,交叉/综合/新兴,journal
TCPS,ACM Transactions on Cyber-Physical Systems,ACM,https://dblp.org/db/journals/tcps/index.html,C,交叉/综合/新兴,journal
TOCE,ACM Transactions on Computing Education,ACM,https://dblp.org/db/journals/jeric/index.html,C,交叉/综合/新兴,journal
FITEE,Frontiers of Information Technology & Electronic Engineering,Springer,https://dblp.org/db/journals/jzusc/index.html,C,交叉/综合/新兴,journal
TCSS,IEEE Transactions on Computational Social Systems,IEEE,https://dblp.org/db/journals/tcss/index.html,C,交叉/综合/新兴,journal
,IEEE Transactions on Reliability,IEEE,https://dblp.org/db/journals/tr/index.html,C,交叉/综合/新兴,journal
WWW,International World Wide Web Conference,ACM,http://dblp.uni-trier.de/db/conf/www/,A,交叉/综合/新兴,conference
RTSS,IEEE Real-Time Systems Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,A,交叉/综合/新兴,conference
WINE,Conference on Web and Internet Economics,Springer,https://dblp.org/db/conf/wine/index.html,A,交叉/综合/新兴,conference
CogSci,Annual Meeting of the Cognitive Science Society,Psychology Press,http://cognitivesciencesociety.org/conference2013/index.html,B,交叉/综合/新兴,conference
BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,http://dblp.uni-trier.de/db/conf/bibm/,B,交叉/综合/新兴,conference
EMSOFT,International Conference on Embedded Software,ACM/IEEE/IFIP,http://dblp.uni-trier.de/db/conf/emsoft/,B,交叉/综合/新兴,conference
ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,https://dblp.org/db/conf/ismb/index.html,B,交叉/综合/新兴,conference
RECOMB,Annual International Conference on Research inComputational Molecular Biology,Springer,http://dblp.uni-trier.de/db/conf/recomb/,B,交叉/综合/新兴,conference
MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Springer,https://dblp.org/db/conf/miccai/index.html,B,交叉/综合/新兴,conference
AMIA,American Medical Informatics Association Annual Symposium,AMIA,http://dblp.uni-trier.de/db/conf/amia/,C,交叉/综合/新兴,conference
APBC,Asia Pacific Bioinformatics Conference,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/,C,交叉/综合/新兴,conference
IEEE BigData,IEEE International Conference on Big Data,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/,C,交叉/综合/新兴,conference
IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/,C,交叉/综合/新兴,conference
SMC,"IEEE International Conference on Systems, Man, and Cybernetics",IEEE,https://dblp.uni-trier.de/db/conf/smc/,C,交叉/综合/新兴,conference
COSIT,International Conference on Spatial Information Theory,ACM,http://dblp.uni-trier.de/db/conf/cosit/,C,交叉/综合/新兴,conference
ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.uni-trier.de/db/conf/isbra/,C,交叉/综合/新兴,conference
SAGT,International Symposium on Algorithmic Game Theory,Springer,https://dblp.org/db/conf/sagt/index.html,C,交叉/综合/新兴,conference
SIGSPATIAL,ACM Special Interest Group on Spatial Information,ACM,https://dblp.org/db/journals/sigspatial/index.html,C,交叉/综合/新兴,conference
ICIC,International Conference on Intelligent Computing,Springer-Nature,https://dblp.org/db/conf/icic/index.html,C,交叉/综合/新兴,conference
